description,type,model,location,condition,latitude,longitude
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Batmans Hill Drive between Wurundjeri Way and Collins Street approximately 21m West of Upstanding Citizens, 30 Batmans Hill Drive, Docklands, 3008",3.3,-37.82123881368732,144.94906314116272
Seat - Straight Seat - Wooden Battens - Type 2 - North Melbourne Community Centre (Open Space),Seat,Seat - Straight Seat - Wooden Battens - Type 2,"North Melbourne Community Centre approximately 30m North of 33 Mark Street, North Melbourne, 3051",4.0,-37.7936310796516,144.94028635245832
Barbeque - Urban Design Single Hotplate,Barbeque,Barbeque - Urban Design Single Hotplate,Birrarung Marr,4.0,-37.819821342236914,144.97480170753713
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,Royal Park,3.0,-37.78995619436186,144.945116130633
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,Sturt Street Reserve,3.0,-37.829842941662434,144.96510576172645
Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Princes Park approximately 64m East of Quality Hotel Carlton, 419-443 Royal Parade, Parkville, 3052",3.0,-37.78308771417258,144.95998514373952
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Royal Park approximately 60m NE of 283 Flemington Road, North Melbourne, 3051",2.0,-37.791820495694985,144.9456916702543
Seat - Straight Seat - Wooden Battens - Type 2 - Peppercorn Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Peppercorn Park approximately 26m SE of 26 Peppercorn Walk, Kensington, 3031",4.0,-37.792617399312725,144.92254777658977
Seat - Simple Wooden Bench - Womens Peace Garden,Seat,Seat - Simple Wooden Bench,"Womens Peace Garden approximately 26m SE of 34 Coopers Lane, Kensington, 3031",3.0,-37.79128262915998,144.92351112315188
Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Princes Park,3.0,-37.779919476437485,144.9622208108351
Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Princes Park approximately 72m East of The University of Melbourne, 207-215 Royal Parade, Parkville, 3052",4.0,-37.78916359582749,144.9593269181287
Seat - Straight Seat - Wooden Battens - Type 2 - Pleasance Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Pleasance Gardens,2.0,-37.796330099163306,144.94586894726206
Seat - Straight Seat - Wooden Battens - Type 2 - Clayton Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Clayton Reserve,4.0,-37.79624393744682,144.93951307290615
Seat - Straight Seat - Wooden Battens - Type 2 - Bedford Street Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Bedford Street Reserve,3.0,-37.80291176444049,144.95554350210972
Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Princes Park,3.0,-37.78121613887302,144.96175463921548
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Royal Park approximately 54m NW of City of Melbourne, Flemington Oval Pavilion, Royal Park, 54 Flemington Road, Parkville, 3052",4.0,-37.79263663751038,144.9468823522997
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Royal Park approximately 40m North of 80 Manningham Street, Parkville, 3052",4.0,-37.785229790862,144.94205539898908
Seat - Straight Seat - Wooden Battens - Type 2 - JJ Holland Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"J J Holland Park approximately 95m NW of 127 Ormond Street, Kensington, 3031",4.0,-37.79840150765244,144.9259233123547
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Trin Warren Tam-boore Wetland approximately 51m NW of Citylink Melbourne Limited, CityLink Building, Manningham Street, Parkville, 3052",3.0,-37.78294429206505,144.94036303112352
Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Queen Victoria Gardens approximately 93m SW of City of Melbourne, Alexandra Gardens, Alexandra Avenue, Melbourne, 3004",3.0,-37.82154018194043,144.97135869659985
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Fawkner Park,3.0,-37.84310862244229,144.97991098423773
Seat - Straight Seat - Wooden Battens - Type 2 - Flagstaff Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"William Street between La Trobe Street and A'Beckett Street approximately 33m SE of Flagstaff Lodge, Flagstaff Lodge, Flagstaff Gardens, 309 William Street, West Melbourne, 3003",3.0,-37.81120767000046,144.95599235706675
Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Carlton Gardens South,3.0,-37.80657969764952,144.97172752720454
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 56m SE of City of Melbourne, Sinclairs Cottage, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",3.0,-37.81478527704376,144.98101388000873
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 22m East of Serco Group Pty Limited, Conservatory, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",4.0,-37.81411790421621,144.97879424422308
Seat - Straight Seat - Wooden Battens - Type 2 - Shrine of Remembrance Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Shrine of Remembrance Reserve,4.0,-37.82780533898985,144.97228487318694
Seat - Metal Bench,Seat,Seat - Metal Bench,"Swanston Street between Collins Street and Little Collins Street approximately 6m East of Starbucks, 117 Swanston Street, Melbourne, 3000",3.16,-37.81489371188043,144.96614906102434
Seat - Unclassified,Seat,,"Errol Street Reserve approximately 48m NE of 217 Errol Street, North Melbourne, 3051",4.0,-37.79931811491286,144.95058025270893
Seat - Metal Seat,Seat,Seat - Metal Seat,"Dorcas Street between St Kilda Road and Wells Street approximately 7m South of Quest On Dorcas, 8A Dorcas Street, Southbank, 3006",3.0,-37.83011766608409,144.97020357730057
Barbeque - Urban Design Double Hotplate - Warun Biik Park,Barbeque,Barbeque - Unknown model,"Warun Biik Park approximately 51m SW of 30 Derby Street, Kensington, 3031",4.0,-37.79622323577933,144.9266473544793
Barbeque - Unknown Barbeque Type,Barbeque,Barbeque - Unknown model,"Water Plaza approximately 4m North of Magic Charters Melbourne, Berth Water Plaza, 40 Victoria Harbour Promenade, Docklands, 3008",3.0,-37.81889052008494,144.94275498440427
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Elizabeth Street between Lonsdale Street and Little Lonsdale Street approximately 5m East of 277 Elizabeth Street, Melbourne, 3000",4.44,-37.8120858647295,144.96203891177652
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Quay Park approximately 9m South of 18 Leven Avenue, Docklands, 3008",2.77,-37.81563970719016,144.93737136576743
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Collins Street between Russell Street and Swanston Street approximately 27m NW of Dior, 209 Collins Street, Melbourne, 3000",4.45,-37.81528053773396,144.9669237359272
Seat - Urban Design Park Style - Green Powder Coat -Warun Biik Park,Seat,,"Warun Biik Park approximately 35m SW of 30 Derby Street, Kensington, 3031",3.0,-37.79610937635111,144.92676274146157
Seat - Straight Seat - Wooden Battens - Type 2 - Parkville Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Parkville Gardens approximately 22m West of 14 Cade Way, Parkville, 3052",4.0,-37.7784010357894,144.94067387439367
Seat - Straight Seat - Wooden Battens - Type 2 - Park Street Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Park Street Reserve approximately 24m North of 64 Strickland Road, Parkville, 3052",4.0,-37.7756774253045,144.94045846708957
Picnic Setting - Unspecified,Picnic Setting,,Warun Biik Park,4.0,-37.79577300583728,144.92515303937552
Seat - Stainless Steel Seat - Swivel,Seat,,"Victoria Green approximately 16m South of 6 Buckley Walk, Docklands, 3008",4.0,-37.820211186637295,144.9451494297501
Seat - Stainless Steel Seat - Swivel,Seat,,"Victoria Green approximately 16m South of 6 Buckley Walk, Docklands, 3008",4.0,-37.82021891838719,144.9451638701736
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Royal Park approximately 43m North of Royal Park Railway Station, Poplar Road, Parkville, 3052",3.0,-37.78082097828578,144.95158917195278
Seat - Metal Seat,Seat,,Royal Park,3.0,-37.78184528910504,144.95090710073157
Seat - Stainless Frame with Narrow Wooden Slats (Back to Back) - Argyle Square,Seat,Seat - Stainless Frame with Narrow Wooden Slats (Back to Back),"Argyle Square approximately 56m North of Clinica Lase, Ground, 23-25 Argyle Place South, Carlton, 3053",3.0,-37.80309673813445,144.9657040477776
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Elizabeth Street between Little Bourke Street and Lonsdale Street approximately 5m NE of Michaels Camera Video & Digital, 263-269 Elizabeth Street, Melbourne, 3000",3.44,-37.81248408100291,144.9622203862264
Seat - Stainless Steel Seat - Swivel,Seat,,"Victoria Green approximately 16m South of 8 Buckley Walk, Docklands, 3008",4.0,-37.820180106640585,144.94506224902153
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"River Esplanade between Mills Place and Riggers Place approximately 50m North of 34 South Wharf Drive, Docklands, 3008",3.44,-37.82233698872174,144.93934503340333
Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"River Esplanade between Mills Place and Riggers Place approximately 37m North of 40 South Wharf Drive, Docklands, 3008",3.44,-37.82238679087168,144.93902395864325
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"River Esplanade between Mills Place and Riggers Place approximately 49m North of 48 South Wharf Drive, Docklands, 3008",3.44,-37.82213818047072,144.93843330515512
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Royal Park approximately 97m NW of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",4.0,-37.79520297393928,144.9515327781671
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Royal Park,Drinking Fountain,Drinking Fountain - Leaf Type - With Bottle Refill Tap,"Royal Park approximately 51m NW of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",4.0,-37.79542994425931,144.95202812794676
Picnic Setting - Urban Design Style - Royal Park,Picnic Setting,Picnic Setting - Urban Design Style,"Royal Park approximately 45m NW of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",4.0,-37.795546989616135,144.95192348121543
Seat - Five Sided Platform - Royal Park,Seat,Seat - Platform Style,"Royal Park approximately 78m NW of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",4.0,-37.79524802042715,144.95181703718032
Seat - Wooden Bench,Seat,Seat - Wooden Bench,"Merchant Street between Bourke Street and Victoria Harbour Promenade approximately 7m NE of The Barber Club, 95 Merchant Street, Docklands, 3008",3.16,-37.81968279137252,144.94353683886126
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Merchant Street between Bourke Street and Collins Street approximately 3m East of Westpac Banking Corporation, 75A Merchant Street, Docklands, 3008",3.44,-37.82015487516498,144.94379252138026
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,Drinking Fountain,Drinking Fountain - Leaf Type - With Bottle Refill Tap,"La Trobe Street between Russell Street and Swanston Street approximately 71m NE of Melbourne Central Station, 183-201 La Trobe Street, Melbourne, 3000",3.4,-37.809593623030885,144.96424038761432
Picnic Setting - Urban Design Style - Royal Park,Picnic Setting,Picnic Setting - Urban Design Style,Royal Park,4.0,-37.777379313214816,144.9526170103072
Seat - Timber Bench - Ron Barassi Senior Park,Seat,Seat - Timber Bench,"Docklands Drive between Docklands Drive and Western Link Road approximately 87m NE of 534 Docklands Drive, Docklands, 3008",4.0,-37.81723748173971,144.9341071584501
Seat - Straight Seat - Wooden Battens - Type 2 - Kings Domain,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Kings Domain approximately 73m NE of Marquis of Linlithgow Memorial Reserve, St Kilda Road, Melbourne, 3004",4.0,-37.82636504795323,144.97260742529988
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Royal Park,4.0,-37.79476496904231,144.95201276349505
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Eastwood and Rankins Park,Drinking Fountain,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Eastwood and Rankins Road Reserve,4.0,-37.79407412774661,144.93082898880024
Drinking fountain - Historic or Heritage fountains - Royal Park,Drinking Fountain,Drinking fountain - Historic or Heritage fountains,"Royal Park approximately 92m NW of 198 The Avenue, Parkville, 3052",3.0,-37.78205389103602,144.95697021635434
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Bourke Street between Russell Street and Swanston Street approximately 23m North of Yes Optus, Shop 7, 255-267 Bourke Street, Melbourne, 3000",3.45,-37.813351311658,144.96596431832452
Seat - Straight Seat - Wooden Battens - Type 2 - College of Surgeons,Seat,,"Royal Australasian College Of Surgeons approximately 98m East of Australian Unity Limited, Mission Building, 261-265 Spring Street, Melbourne, 3000",3.0,-37.808755115096886,144.97275172845892
Barbeque - Urban Design Single Hotplate - Hawke and Adderley Street Park,Barbeque,Barbeque - Urban Design Single Hotplate,Hawke & Adderley Street Park,4.0,-37.808803420080686,144.9450258108489
Seat - Timber Seat with Aluminium Legs - Docklands,Seat,Seat - Timber Seat with Aluminium Legs - Docklands,"Victoria Harbour Promenade approximately 47m NE of 925A Collins Street, Docklands, 3008",3.16,-37.819990803250604,144.94011837727595
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Collins Landing approximately 56m South of Chia Chia, 2-4 Import Lane, Docklands, 3008",3.36,-37.821794659424256,144.94472220450712
Seat - Straight Seat - Wooden Battens - Type 2 - Birrarung Marr,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Birrarung Marr,4.0,-37.82072877194871,144.97565268366614
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Drinking Fountain,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"Bourke Street between Swanston Street and Elizabeth Street approximately 11m North of Sportsgirl, Shop 23, 283 Bourke Street, Melbourne, 3000",3.45,-37.81370900165242,144.96521920731234
Drinking Fountain - Drinking Fountain - Type 1,Drinking Fountain,Drinking Fountain - Drinking Fountain - Type 1,"Park Drive between Flemington Road and Story Street approximately 4m East of 5 Park Drive, Parkville, 3052",3.15,-37.79735380762625,144.95284368062156
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Drinking Fountain,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"Elizabeth Street between Queensberry Street and Pelham Street approximately 6m West of 708 Elizabeth Street, Melbourne, 3000",3.45,-37.802013714097406,144.95783228776227
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,Drinking Fountain,Drinking Fountain - Leaf Type - With Bottle Refill Tap,Olympic Boulevard between Punt Road and Batman Avenue,3.35,-37.82337609495653,144.9798517032086
Horse Trough - Metal Horse Trough,Horse Trough,Horse Trough - Metal Horse Trough - Heritage,"MacAulay Road between Haines Street and Fogarty Street approximately 59m West of 36-58 Macaulay Road, North Melbourne, 3051",3.91,-37.79860360779075,144.94221566491714
Horse Trough - Metal Horse Trough,Horse Trough,Horse Trough - Metal Horse Trough - Heritage,"Wellington Parade between Hoddle Street and Simpson Street approximately 12m East of 20-36 Wellington Parade, East Melbourne, 3002",1.89,-37.8167150358358,144.98919631263058
